record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type,rodent_type,date,quarter
7169,1,12,1983,17,DM,F,36,31,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-01-12,1983.1
7177,1,12,1983,17,DM,F,35,39,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-01-12,1983.1
7349,2,26,1983,17,DM,F,37,41,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-02-26,1983.1
7475,3,14,1983,17,DM,F,34,36,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-03-14,1983.1
7505,3,14,1983,17,DM,F,35,42,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-03-14,1983.1
7680,4,16,1983,17,DM,F,37,43,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-04-16,1983.2
7685,4,16,1983,17,DM,F,36,37,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-04-16,1983.2
7830,5,14,1983,17,DM,M,37,49,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-05-14,1983.2
7836,5,14,1983,17,DM,F,34,26,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-05-14,1983.2
7934,6,17,1983,17,DM,F,33,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-06-17,1983.2
8071,7,16,1983,17,DM,M,36,40,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-07-16,1983.3
8078,7,16,1983,17,DM,F,36,41,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-07-16,1983.3
8172,8,15,1983,17,DM,F,36,37,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-08-15,1983.3
8179,8,15,1983,17,DM,M,35,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-08-15,1983.3
8274,9,10,1983,17,DM,F,34,25,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-09-10,1983.3
8275,9,10,1983,17,DM,M,37,41,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-09-10,1983.3
8297,9,10,1983,17,DM,F,36,37,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-09-10,1983.3
8318,9,10,1983,17,DM,F,36,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-09-10,1983.3
8432,10,15,1983,17,DM,M,36,40,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-10-15,1983.4
8437,10,15,1983,17,DM,F,36,39,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-10-15,1983.4
8441,10,15,1983,17,DM,F,36,43,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-10-15,1983.4
8446,10,15,1983,17,DM,F,35,36,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-10-15,1983.4
8565,11,12,1983,17,DM,F,36,37,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-11-12,1983.4
8595,11,12,1983,17,DM,M,37,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-11-12,1983.4
8601,11,12,1983,17,DM,F,35,34,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-11-12,1983.4
8713,12,8,1983,17,DM,F,35,37,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1983-12-08,1983.4
8817,2,4,1984,17,DM,F,36,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-02-04,1984.1
8936,3,12,1984,17,DM,F,36,41,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-03-12,1984.1
8983,4,9,1984,17,DM,M,37,47,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-04-09,1984.2
9063,5,12,1984,17,DM,M,34,48,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-05-12,1984.2
9075,5,12,1984,17,DM,F,37,50,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-05-12,1984.2
9087,5,12,1984,17,DM,F,36,36,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-05-12,1984.2
9088,5,12,1984,17,DM,M,33,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-05-12,1984.2
9108,5,12,1984,17,DM,M,36,49,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-05-12,1984.2
9118,5,12,1984,17,DM,M,36,41,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-05-12,1984.2
9225,5,27,1984,17,DM,F,37,43,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-05-27,1984.2
9239,5,27,1984,17,DM,M,35,42,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-05-27,1984.2
9290,7,3,1984,17,DM,M,36,47,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-07-03,1984.3
9300,7,3,1984,17,DM,F,36,43,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-07-03,1984.3
9316,7,3,1984,17,DM,M,35,31,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-07-03,1984.3
9321,7,3,1984,17,DM,F,36,36,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-07-03,1984.3
9378,7,31,1984,17,DM,F,36,42,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-07-31,1984.3
9405,7,31,1984,17,DM,F,36,39,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-07-31,1984.3
9468,8,25,1984,17,DM,F,35,42,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-08-25,1984.3
9481,8,25,1984,17,DM,F,35,43,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-08-25,1984.3
9524,9,29,1984,17,DM,M,33,29,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-09-29,1984.3
9525,9,29,1984,17,DM,F,36,44,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-09-29,1984.3
9533,9,29,1984,17,DM,M,35,25,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-09-29,1984.3
9547,9,29,1984,17,DM,F,36,41,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-09-29,1984.3
9620,10,20,1984,17,DM,M,33,35,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-10-20,1984.4
9626,10,20,1984,17,DM,F,35,42,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-10-20,1984.4
9632,10,20,1984,17,DM,F,35,42,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-10-20,1984.4
9635,10,20,1984,17,DM,M,33,35,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-10-20,1984.4
9722,12,30,1984,17,DM,M,32,41,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-12-30,1984.4
9740,12,30,1984,17,DM,M,37,52,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1984-12-30,1984.4
9847,1,19,1985,17,DM,M,47,40,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-01-19,1985.1
9927,2,16,1985,17,DM,M,36,36,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-02-16,1985.1
9965,2,16,1985,17,DM,M,36,42,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-02-16,1985.1
10083,3,16,1985,17,DM,F,36,42,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-03-16,1985.1
10137,4,20,1985,17,DM,M,36,47,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-04-20,1985.2
10197,4,20,1985,17,DM,M,35,42,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-04-20,1985.2
10370,5,23,1985,17,DM,M,35,40,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-05-23,1985.2
10373,5,23,1985,17,DM,M,34,42,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-05-23,1985.2
10457,6,15,1985,17,DM,M,36,41,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-06-15,1985.2
10481,6,15,1985,17,DM,NA,NA,NA,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-06-15,1985.2
10545,7,23,1985,17,DM,M,34,44,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-07-23,1985.3
10550,7,23,1985,17,DM,F,34,31,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-07-23,1985.3
10638,8,19,1985,17,DM,F,39,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-08-19,1985.3
10649,8,19,1985,17,DM,F,34,34,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-08-19,1985.3
10732,9,21,1985,17,DM,M,37,50,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-09-21,1985.3
10744,9,21,1985,17,DM,F,33,41,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-09-21,1985.3
10750,9,21,1985,17,DM,F,37,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-09-21,1985.3
10848,10,12,1985,17,DM,F,38,44,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-10-12,1985.4
10852,10,12,1985,17,DM,F,37,36,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-10-12,1985.4
10860,10,12,1985,17,DM,F,37,40,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-10-12,1985.4
10966,11,16,1985,17,DM,M,40,48,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-11-16,1985.4
10971,11,16,1985,17,DM,F,37,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-11-16,1985.4
10978,11,16,1985,17,DM,F,36,39,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-11-16,1985.4
11098,12,7,1985,17,DM,M,37,37,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-12-07,1985.4
11110,12,7,1985,17,DM,M,38,46,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1985-12-07,1985.4
11238,3,8,1986,17,DM,F,35,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1986-03-08,1986.1
11344,4,12,1986,17,DM,F,36,43,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1986-04-12,1986.2
11456,5,10,1986,17,DM,M,39,50,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1986-05-10,1986.2
11457,5,10,1986,17,DM,M,37,37,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1986-05-10,1986.2
11554,6,4,1986,17,DM,M,36,35,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1986-06-04,1986.2
11637,7,3,1986,17,DM,M,35,37,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1986-07-03,1986.3
11647,7,3,1986,17,DM,F,35,36,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1986-07-03,1986.3
11736,8,9,1986,17,DM,M,36,41,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1986-08-09,1986.3
11809,9,6,1986,17,DM,M,37,44,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1986-09-06,1986.3
11903,10,4,1986,17,DM,M,35,46,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1986-10-04,1986.4
11966,11,15,1986,17,DM,M,35,48,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1986-11-15,1986.4
11984,11,15,1986,17,DM,F,36,49,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1986-11-15,1986.4
12071,12,14,1986,17,DM,M,35,48,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1986-12-14,1986.4
12339,3,1,1987,17,DM,M,35,31,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1987-03-01,1987.1
12351,3,1,1987,17,DM,M,35,47,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1987-03-01,1987.1
12474,4,4,1987,17,DM,M,34,49,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1987-04-04,1987.2
12626,4,25,1987,17,DM,M,36,49,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1987-04-25,1987.2
12754,5,28,1987,17,DM,M,35,47,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1987-05-28,1987.2
12897,6,30,1987,17,DM,M,37,36,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1987-06-30,1987.2
14657,7,14,1988,17,DM,M,36,32,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1988-07-14,1988.3
16016,5,10,1989,17,DM,F,36,34,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1989-05-10,1989.2
16091,6,3,1989,17,DM,F,37,41,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1989-06-03,1989.2
16330,7,29,1989,17,DM,F,37,40,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1989-07-29,1989.3
16348,7,29,1989,17,DM,M,38,51,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1989-07-29,1989.3
16631,11,4,1989,17,DM,M,37,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1989-11-04,1989.4
16780,12,4,1989,17,DM,M,37,43,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1989-12-04,1989.4
16914,1,6,1990,17,DM,M,NA,NA,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1990-01-06,1990.1
17414,4,25,1990,17,DM,F,37,48,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1990-04-25,1990.2
17661,7,21,1990,17,DM,F,36,41,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1990-07-21,1990.3
17755,8,16,1990,17,DM,F,37,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1990-08-16,1990.3
17827,9,22,1990,17,DM,F,NA,48,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1990-09-22,1990.3
17908,10,16,1990,17,DM,F,36,32,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1990-10-16,1990.4
17912,10,16,1990,17,DM,M,37,49,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1990-10-16,1990.4
17925,10,16,1990,17,DM,M,37,47,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1990-10-16,1990.4
17944,10,16,1990,17,DM,F,35,40,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1990-10-16,1990.4
17972,11,10,1990,17,DM,M,36,39,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1990-11-10,1990.4
17977,11,10,1990,17,DM,F,37,43,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1990-11-10,1990.4
18007,11,10,1990,17,DM,F,37,44,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1990-11-10,1990.4
18075,12,15,1990,17,DM,M,37,50,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1990-12-15,1990.4
18081,12,15,1990,17,DM,F,37,44,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1990-12-15,1990.4
18101,12,15,1990,17,DM,F,37,44,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1990-12-15,1990.4
18205,1,11,1991,17,DM,F,36,40,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1991-01-11,1991.1
18333,2,16,1991,17,DM,F,36,40,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1991-02-16,1991.1
18456,3,13,1991,17,DM,F,37,45,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1991-03-13,1991.1
18469,3,13,1991,17,DM,F,36,42,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1991-03-13,1991.1
18569,4,19,1991,17,DM,F,36,51,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1991-04-19,1991.2
18655,5,13,1991,17,DM,M,35,NA,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1991-05-13,1991.2
18667,5,13,1991,17,DM,F,35,42,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1991-05-13,1991.2
18945,8,7,1991,17,DM,F,37,65,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1991-08-07,1991.3
19069,9,10,1991,17,DM,M,36,55,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1991-09-10,1991.3
19070,9,10,1991,17,DM,M,NA,NA,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1991-09-10,1991.3
19099,10,10,1991,17,DM,F,36,41,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1991-10-10,1991.4
19105,10,10,1991,17,DM,M,37,53,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1991-10-10,1991.4
19259,11,14,1991,17,DM,M,36,51,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1991-11-14,1991.4
19265,11,14,1991,17,DM,F,35,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1991-11-14,1991.4
19374,12,7,1991,17,DM,F,36,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1991-12-07,1991.4
19392,12,7,1991,17,DM,M,37,50,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1991-12-07,1991.4
19558,1,8,1992,17,DM,F,36,36,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-01-08,1992.1
19561,1,8,1992,17,DM,M,35,47,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-01-08,1992.1
19683,2,7,1992,17,DM,F,36,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-02-07,1992.1
19687,2,7,1992,17,DM,M,36,49,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-02-07,1992.1
19722,2,7,1992,17,DM,F,36,37,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-02-07,1992.1
19760,3,7,1992,17,DM,M,37,49,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-03-07,1992.1
19776,3,7,1992,17,DM,F,36,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-03-07,1992.1
19796,3,7,1992,17,DM,M,35,47,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-03-07,1992.1
19803,3,7,1992,17,DM,M,37,52,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-03-07,1992.1
19861,4,4,1992,17,DM,M,36,46,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-04-04,1992.2
19864,4,4,1992,17,DM,M,37,49,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-04-04,1992.2
19865,4,4,1992,17,DM,M,37,49,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-04-04,1992.2
19868,4,4,1992,17,DM,M,37,52,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-04-04,1992.2
19870,4,4,1992,17,DM,F,35,51,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-04-04,1992.2
19873,4,4,1992,17,DM,M,37,52,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-04-04,1992.2
19881,4,4,1992,17,DM,M,36,NA,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-04-04,1992.2
19882,4,4,1992,17,DM,M,36,49,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-04-04,1992.2
19942,5,2,1992,17,DM,M,33,25,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-05-02,1992.2
19945,5,2,1992,17,DM,M,38,50,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-05-02,1992.2
19946,5,2,1992,17,DM,F,35,42,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-05-02,1992.2
19966,5,2,1992,17,DM,M,36,51,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-05-02,1992.2
20009,5,30,1992,17,DM,M,35,37,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-05-30,1992.2
20010,5,30,1992,17,DM,M,36,51,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-05-30,1992.2
20015,5,30,1992,17,DM,M,21,37,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-05-30,1992.2
20021,5,30,1992,17,DM,F,36,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-05-30,1992.2
20039,5,30,1992,17,DM,M,36,52,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-05-30,1992.2
20090,7,3,1992,17,DM,M,36,42,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-07-03,1992.3
20101,7,3,1992,17,DM,M,34,34,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-07-03,1992.3
20113,7,3,1992,17,DM,M,36,53,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-07-03,1992.3
20177,7,30,1992,17,DM,M,36,47,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-07-30,1992.3
20189,7,30,1992,17,DM,M,36,44,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-07-30,1992.3
20203,7,30,1992,17,DM,M,36,52,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-07-30,1992.3
20256,8,29,1992,17,DM,M,37,49,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-08-29,1992.3
20273,8,29,1992,17,DM,M,36,50,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-08-29,1992.3
20338,9,26,1992,17,DM,F,31,35,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-09-26,1992.3
20350,9,26,1992,17,DM,M,35,49,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-09-26,1992.3
20359,9,26,1992,17,DM,M,33,55,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-09-26,1992.3
20436,10,18,1992,17,DM,M,36,44,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-10-18,1992.4
20453,10,18,1992,17,DM,M,NA,NA,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-10-18,1992.4
20457,10,18,1992,17,DM,M,36,48,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-10-18,1992.4
20469,10,18,1992,17,DM,M,33,38,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-10-18,1992.4
20524,12,21,1992,17,DM,M,36,51,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-12-21,1992.4
20528,12,21,1992,17,DM,M,37,55,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-12-21,1992.4
20538,12,21,1992,17,DM,M,35,45,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-12-21,1992.4
20540,12,21,1992,17,DM,NA,36,44,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-12-21,1992.4
20541,12,21,1992,17,DM,M,34,35,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1992-12-21,1992.4
20582,1,24,1993,17,DM,M,36,53,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-01-24,1993.1
20598,1,24,1993,17,DM,M,36,40,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-01-24,1993.1
20600,1,24,1993,17,DM,M,37,54,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-01-24,1993.1
20603,1,24,1993,17,DM,M,36,48,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-01-24,1993.1
20604,1,24,1993,17,DM,M,34,NA,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-01-24,1993.1
20608,1,24,1993,17,DM,F,36,48,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-01-24,1993.1
20635,2,19,1993,17,DM,M,33,51,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-02-19,1993.1
20645,2,19,1993,17,DM,M,33,50,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-02-19,1993.1
20651,2,19,1993,17,DM,F,35,46,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-02-19,1993.1
20657,2,19,1993,17,DM,F,32,40,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-02-19,1993.1
20658,2,19,1993,17,DM,M,34,51,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-02-19,1993.1
20702,3,17,1993,17,DM,M,36,50,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-03-17,1993.1
20703,3,17,1993,17,DM,M,37,51,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-03-17,1993.1
20710,3,17,1993,17,DM,M,37,52,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-03-17,1993.1
20717,3,17,1993,17,DM,F,NA,47,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-03-17,1993.1
20730,3,17,1993,17,DM,F,33,58,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-03-17,1993.1
20732,3,17,1993,17,DM,M,34,40,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-03-17,1993.1
20842,5,22,1993,17,DM,M,36,52,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-05-22,1993.2
20854,5,22,1993,17,DM,M,36,53,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-05-22,1993.2
20901,6,18,1993,17,DM,M,37,51,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-06-18,1993.2
20927,6,18,1993,17,DM,M,37,51,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-06-18,1993.2
20972,7,14,1993,17,DM,M,36,46,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-07-14,1993.3
20985,7,14,1993,17,DM,M,37,47,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-07-14,1993.3
20998,7,14,1993,17,DM,M,34,55,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-07-14,1993.3
21040,8,19,1993,17,DM,M,36,55,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-08-19,1993.3
21041,8,19,1993,17,DM,M,37,48,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-08-19,1993.3
21048,8,19,1993,17,DM,M,35,47,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-08-19,1993.3
21110,9,16,1993,17,DM,M,37,56,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-09-16,1993.3
21111,9,16,1993,17,DM,M,36,51,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-09-16,1993.3
21165,10,15,1993,17,DM,M,NA,NA,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-10-15,1993.4
21168,10,15,1993,17,DM,M,37,56,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-10-15,1993.4
21222,11,13,1993,17,DM,M,36,48,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-11-13,1993.4
21234,11,13,1993,17,DM,M,36,53,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-11-13,1993.4
21281,12,14,1993,17,DM,M,36,47,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1993-12-14,1993.4
21343,2,2,1994,17,DM,M,36,51,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1994-02-02,1994.1
21349,2,2,1994,17,DM,M,37,47,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1994-02-02,1994.1
21351,2,2,1994,17,DM,M,36,49,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1994-02-02,1994.1
21384,2,20,1994,17,DM,M,36,43,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1994-02-20,1994.1
21386,2,20,1994,17,DM,M,39,42,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1994-02-20,1994.1
21387,2,20,1994,17,DM,F,36,47,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1994-02-20,1994.1
21388,2,20,1994,17,DM,M,38,49,Dipodomys,merriami,Rodent,Control,Kangaroo Rat,1994-02-20,1994.1
