date,plot,species,sex,hfl,wgt
1997-05-10,24,PE,M,22,26
1997-05-10,2,PP,F,21,18
1997-05-10,12,DM,F,35,36
1997-05-10,19,PF,F,15,8
1997-05-10,20,PM,M,22,25
1997-05-10,21,PF,M,16,10
1997-05-10,18,PM,M,21,21
1997-05-10,12,DM,M,36,45
1997-05-10,20,RM,F,17,12
1997-05-10,1,OT,F,20,20
1997-05-10,2,PM,F,20,13
1997-05-10,1,DO,F,34,50
1997-05-10,2,SO,F,28,100
1997-05-10,12,NA,F,30,63
1997-05-10,17,DM,M,36,42
1997-05-10,20,PF,F,15,9
1997-05-10,21,PP,F,22,23
1997-05-10,22,DM,F,36,46
1997-05-10,7,PM,F,22,28
1997-05-10,1,DO,M,35,32
1997-05-10,12,NA,M,31,70
1997-05-10,19,PB,M,27,25
1997-05-10,24,PE,F,21,28
1997-05-10,1,OT,M,20,19
1997-05-10,12,DM,F,36,48
1997-05-10,21,PF,M,16,9
1997-05-10,1,DO,F,33,47
1997-05-10,19,PB,M,26,36
1997-05-10,17,DM,M,38,49
1997-05-10,1,PP,F,21,22
1997-05-10,18,PP,F,23,23
1997-05-10,21,PP,F,24,24
1997-05-10,24,PM,F,19,22
1997-05-10,18,PH,M,23,22
1997-05-10,20,PP,M,23,13
1997-05-10,2,DO,M,34,47
1997-05-10,18,RM,M,17,8
1997-05-10,2,PB,M,25,17
1997-05-10,17,DO,F,33,50
1997-05-10,21,PF,F,15,7
1997-05-10,22,PB,M,28,28
1997-05-10,24,RM,M,16,11
1997-05-10,2,SO,F,22,21
1997-05-10,19,PM,F,21,25
1997-05-10,18,PM,F,19,28
1997-05-10,20,PF,M,15,9
1997-05-10,7,RM,M,17,11
1997-05-10,18,PF,M,15,9
1997-05-10,17,PM,F,21,22
1997-05-10,24,PM,M,19,7
1997-05-10,24,PM,M,18,7
1997-05-10,18,PF,M,15,9
1997-05-10,17,DM,F,37,40
1997-05-10,20,PE,F,NA,27
1997-05-10,22,PF,M,15,7
1997-05-10,2,RM,F,NA,12
1997-05-10,17,DO,F,35,46
1997-05-10,20,PP,F,22,20
1997-05-10,21,PP,M,22,20
1997-05-10,12,DO,M,38,59
1997-05-10,1,PP,M,23,21
1997-05-10,2,OT,F,22,31
1997-05-10,12,DO,M,31,44
1997-05-11,6,OT,F,20,26
1997-05-11,4,PF,M,15,10
1997-05-11,14,OT,F,21,29
1997-05-11,15,PF,M,17,10
1997-05-11,3,DO,F,37,63
1997-05-11,14,DM,M,33,41
1997-05-11,3,OT,F,21,31
1997-05-11,13,PP,M,20,18
1997-05-11,15,PP,M,24,21
1997-05-11,9,OL,F,22,40
1997-05-11,8,DO,M,36,52
1997-05-11,13,PP,M,23,22
1997-05-11,14,DM,F,37,47
1997-05-11,3,PB,M,26,20
1997-05-11,6,PP,M,21,18
1997-05-11,8,DM,M,35,48
1997-05-11,14,PE,M,18,18
1997-05-11,15,PF,F,15,9
1997-05-11,6,PB,F,27,41
1997-05-11,13,PP,M,21,21
1997-05-11,4,DM,M,37,52
1997-05-11,6,PP,M,22,22
1997-05-11,11,DO,M,35,50
1997-05-11,11,DO,F,38,67
1997-05-11,9,DO,M,36,46
1997-05-11,8,DO,F,34,26
1997-05-11,10,PM,F,21,24
1997-05-11,9,DM,F,37,44
1997-05-11,5,PM,M,22,23
1997-05-11,8,DO,M,38,51
1997-05-11,13,PP,F,22,21
1997-05-11,11,PB,M,26,22
1997-05-11,13,PB,M,27,23
1997-05-11,11,PP,M,NA,19
1997-05-11,15,PP,F,22,21
1997-05-11,14,PP,F,21,16
1997-05-11,3,RM,F,17,18
1997-05-11,6,DO,M,36,46
1997-05-11,14,DM,M,35,40
1997-05-11,15,AH,NA,NA,NA
1997-05-11,3,DO,M,37,45
1997-05-11,14,DM,M,35,52
1997-05-11,15,PM,F,19,23
1997-05-11,3,PP,M,22,12
1997-05-11,9,DM,F,36,36
1997-05-11,3,OT,M,20,31
1997-05-11,6,PB,F,28,30
1997-05-11,11,PP,M,21,16
1997-05-11,9,DM,M,37,44
1997-05-11,3,PP,M,23,23
1997-05-11,11,PM,M,21,22
1997-05-11,15,AH,NA,NA,NA
1997-05-11,3,PB,F,27,47
1997-05-11,6,DO,F,33,50
1997-05-11,11,OT,F,20,31
1997-05-11,14,DM,F,35,40
1997-05-11,3,DO,F,33,46
1997-05-11,11,DM,F,36,50
1997-05-11,11,OT,F,20,11
1997-05-11,4,PF,M,15,11
1997-05-11,14,DM,F,33,44
1997-05-11,14,PP,M,22,22
1997-05-11,3,PP,M,19,21
1997-05-11,8,DO,F,36,64
1997-05-11,4,SS,NA,NA,NA
1997-05-11,9,PF,M,15,8
1997-05-11,4,DM,F,36,58
1997-05-11,11,DM,M,36,56
1997-05-11,14,DM,M,36,49
1997-05-11,15,PP,F,21,18
1997-05-11,4,DM,M,37,50
1997-05-11,9,DO,M,37,49
1997-05-11,15,PF,M,16,8
1997-05-11,6,PB,M,28,35
1997-05-11,9,PM,M,21,23
1997-05-11,14,PP,M,22,23
1997-05-11,3,DM,M,36,45
1997-05-11,11,PF,M,15,8
1997-05-11,9,DM,M,37,49
1997-05-11,14,DM,M,37,46
1997-05-11,16,PM,F,22,26
1997-05-11,4,PP,F,19,20
1997-05-11,11,DM,F,36,49
1997-05-11,8,DO,M,36,54
1997-05-11,4,DM,F,36,48
1997-05-11,13,PP,M,23,NA
1997-05-11,5,PP,M,22,20
1997-05-11,6,PB,M,26,29
1997-05-11,14,DM,M,35,44
1997-05-11,15,PP,M,22,19
1997-05-11,6,OT,M,19,28
1997-05-11,5,OT,F,21,33
1997-05-11,6,PB,F,27,27
1997-05-11,15,PB,M,NA,19
1997-05-11,4,OT,F,20,28
1997-05-11,13,PP,F,24,32
1997-05-11,15,OT,F,20,25
1997-05-11,5,OT,F,18,29
1997-05-11,3,DO,M,34,50
1997-06-09,1,PB,F,25,21
1997-06-09,3,OT,F,20,22
1997-06-09,4,PB,M,27,28
1997-06-09,6,OT,F,21,25
1997-06-09,2,DM,M,36,46
1997-06-09,3,DO,M,35,48
1997-06-09,4,DM,M,38,52
1997-06-09,4,DM,F,37,42
1997-06-09,24,NA,F,34,147
1997-06-09,3,PB,M,26,29
1997-06-09,4,PF,M,16,9
1997-06-09,19,PP,F,20,20
1997-06-09,6,PB,M,26,31
1997-06-09,3,PP,F,22,19
1997-06-09,4,PP,M,22,13
1997-06-09,19,PP,M,22,15
1997-06-09,1,OL,M,20,16
1997-06-09,24,PE,F,20,20
1997-06-09,4,SS,NA,NA,NA
1997-06-09,3,PF,M,15,7
1997-06-09,19,PB,M,27,31
1997-06-09,6,PB,F,26,38
1997-06-09,19,PP,F,21,19
1997-06-09,6,DO,F,34,48
1997-06-09,1,PB,F,26,41
1997-06-09,3,PB,F,27,28
1997-06-09,4,OT,F,20,25
1997-06-09,6,PB,F,27,31
1997-06-09,19,PF,F,16,9
1997-06-09,3,OT,F,18,11
1997-06-09,6,PM,M,19,19
1997-06-09,19,PM,F,20,23
1997-06-09,1,DO,M,37,57
1997-06-09,2,OT,M,19,18
1997-06-09,6,PF,F,16,7
1997-06-09,19,PM,F,21,22
1997-06-09,1,DO,M,36,49
1997-06-09,2,PP,M,23,22
1997-06-09,19,PM,M,21,20
1997-06-09,5,OT,F,20,29
1997-06-09,1,DO,F,34,49
1997-06-09,3,DO,M,34,45
1997-06-09,4,DM,M,36,49
1997-06-09,3,PB,F,28,36
1997-06-09,6,DO,M,36,45
1997-06-09,3,DO,F,32,49
1997-06-09,4,PF,M,17,9
1997-06-09,4,DM,M,37,42
1997-06-09,4,DM,M,38,50
1997-06-09,24,PM,F,19,17
1997-06-09,1,OT,M,19,21
1997-06-09,2,PP,F,21,19
1997-06-09,19,PB,M,26,33
1997-06-09,1,OT,M,21,28
1997-06-09,2,PP,M,22,14
1997-06-09,6,PP,M,21,15
1997-06-09,1,PP,F,22,21
1997-06-09,4,PM,M,21,19
1997-06-09,2,PM,F,21,29
1997-06-09,5,PM,M,21,19
1997-06-09,6,PB,M,27,35
1997-06-09,3,PP,F,21,9
1997-06-09,19,PP,M,22,17
1997-06-09,3,PB,M,27,33
1997-06-09,6,OT,M,20,19
1997-06-09,1,PB,M,27,28
1997-06-09,3,OT,M,20,21
1997-06-09,2,DO,M,37,48
1997-06-09,6,OT,M,20,25
1997-06-09,6,PB,M,26,28
1997-06-09,3,PF,M,15,9
1997-06-09,4,DM,F,37,43
1997-06-09,2,PB,F,24,24
1997-06-09,19,PB,M,28,29
1997-06-09,24,AH,NA,NA,NA
1997-06-09,2,OT,F,21,31
1997-06-09,4,DM,M,38,48
1997-06-09,6,DO,F,37,29
1997-06-09,19,RM,M,16,10
1997-06-09,1,DO,M,36,48
1997-06-09,2,PB,M,27,42
1997-06-09,4,PF,F,14,8
1997-06-09,2,PE,M,21,24
1997-06-09,3,DM,M,34,46
1997-06-09,2,PB,M,26,34
1997-06-09,19,PF,M,16,10
1997-06-09,1,PB,M,26,37
1997-06-09,19,PM,F,20,20
1997-06-09,2,NA,M,34,193
1997-06-09,4,DM,M,36,43
1997-06-09,6,PB,F,26,28
1997-06-09,24,NA,M,32,117
1997-06-09,5,OT,M,20,27
1997-06-09,1,DO,F,35,47
1997-06-09,2,DO,M,36,47
1997-06-09,6,PE,M,21,22
1997-06-10,12,PM,M,20,17
1997-06-10,9,DO,M,35,47
1997-06-10,8,OT,F,22,21
1997-06-10,12,DO,M,32,40
1997-06-10,7,PP,M,21,10
1997-06-10,17,PP,F,20,22
1997-06-10,7,PB,F,27,24
1997-06-10,9,OT,F,22,16
1997-06-10,7,RM,F,17,14
1997-06-10,12,DO,M,39,59
1997-06-10,17,DM,M,36,42
1997-06-10,18,OT,M,22,30
1997-06-10,12,PM,M,20,20
1997-06-10,12,NA,M,33,109
1997-06-10,8,DO,M,37,52
1997-06-10,7,PM,F,22,26
1997-06-10,18,PP,F,22,22
1997-06-10,12,OT,F,20,17
1997-06-10,9,DM,F,35,36
1997-06-10,8,OT,M,20,23
1997-06-10,7,AH,NA,NA,NA
1997-06-10,8,PP,M,22,14
1997-06-10,7,PM,F,20,24
1997-06-10,12,PP,F,23,19
1997-06-10,17,DM,M,35,50
1997-06-10,12,DM,F,37,44
1997-06-10,17,DM,F,36,43
1997-06-10,17,NA,F,34,92
1997-06-10,18,PP,M,22,18
1997-06-10,8,PP,F,20,13
1997-06-10,10,PM,F,21,16
1997-06-10,12,DM,M,38,45
1997-06-10,8,OT,M,21,28
1997-06-10,12,PP,M,22,20
1997-06-10,17,PM,F,21,22
1997-06-10,12,NA,F,33,186
1997-06-10,11,DO,M,35,48
1997-06-10,17,PP,F,22,14
1997-06-10,12,PP,F,22,19
1997-06-10,17,PF,M,16,10
1997-06-10,11,DM,F,36,44
1997-06-10,12,DM,M,35,42
1997-06-10,8,PF,F,15,7
1997-06-10,17,DM,M,37,47
1997-06-10,18,PP,F,22,18
1997-06-10,7,PM,F,21,18
1997-06-10,12,DM,M,36,43
1997-06-10,9,DM,M,36,49
1997-06-10,17,OT,M,20,21
1997-06-10,18,OT,F,22,31
1997-06-10,17,OT,F,21,17
1997-06-10,11,PP,M,21,15
1997-06-10,8,DO,M,38,48
1997-06-10,7,PP,F,NA,NA
1997-06-10,17,DM,M,36,31
1997-06-10,18,RM,M,16,12
1997-06-10,17,DM,F,36,38
1997-06-10,12,OT,M,21,28
1997-06-10,9,AH,NA,NA,NA
1997-06-10,8,OT,M,19,21
1997-06-10,7,PB,F,26,30
1997-06-10,10,PM,F,21,24
1997-06-10,9,OT,F,NA,NA
1997-06-10,8,DO,M,33,26
1997-06-10,8,PP,M,21,12
1997-06-10,12,OT,M,20,28
1997-06-10,9,DM,F,NA,NA
1997-06-10,8,DO,M,35,52
1997-06-10,9,PM,F,21,20
1997-06-10,8,PP,F,21,19
1997-06-10,17,AH,NA,NA,NA
1997-06-10,8,DM,M,35,44
1997-06-10,17,DM,M,36,36
1997-06-10,17,PP,M,21,10
1997-06-10,7,PP,M,22,10
1997-06-10,17,DM,M,33,44
1997-06-10,18,PM,F,20,27
1997-06-10,12,DM,F,35,43
1997-06-10,11,PP,M,23,22
1997-06-10,9,PF,M,15,8
1997-06-10,8,OT,F,21,33
1997-06-10,17,PP,F,22,22
1997-06-10,9,OT,F,19,38
1997-06-10,7,PP,F,22,11
1997-06-10,12,DM,M,38,48
1997-06-10,17,DM,M,38,49
1997-06-10,9,AH,NA,NA,NA
1997-06-10,17,PM,M,21,21
1997-06-10,18,PM,M,22,29
1997-06-10,12,DM,F,34,49
1997-06-10,12,DM,F,32,27
1997-06-10,11,DM,M,36,49
1997-06-10,9,AH,NA,NA,NA
1997-06-10,8,DM,F,36,44
1997-06-10,7,PM,M,22,19
1997-06-10,17,DO,F,35,42
1997-06-10,11,DM,F,35,42
1997-06-10,9,OT,M,21,31
1997-06-10,8,PM,M,21,17
1997-06-10,7,RM,M,17,12
1997-06-10,17,AH,NA,NA,NA
1997-06-10,9,DM,F,36,45
1997-06-10,8,DO,F,37,44
1997-06-11,13,PP,M,23,21
1997-06-11,21,PF,M,15,9
1997-06-11,13,PP,M,21,17
1997-06-11,14,DM,F,38,44
1997-06-11,13,PP,F,23,17
1997-06-11,22,DM,M,37,34
1997-06-11,16,PE,M,21,19
1997-06-11,13,PM,M,21,18
1997-06-11,23,PH,M,23,20
1997-06-11,13,PP,F,22,18
1997-06-11,16,PP,M,22,21
1997-06-11,13,PM,M,21,15
1997-06-11,20,PE,M,19,18
1997-06-11,16,PM,F,22,25
1997-06-11,20,PP,F,22,19
1997-06-11,23,RM,M,19,13
1997-06-11,14,CB,NA,NA,NA
1997-06-11,21,OT,M,20,20
1997-06-11,14,OT,F,21,34
1997-06-11,20,PP,M,22,21
1997-06-11,21,PP,F,21,20
1997-06-11,13,RM,M,17,10
1997-06-11,15,PF,F,16,9
1997-06-11,21,PM,M,21,21
1997-06-11,22,PB,F,25,27
1997-06-11,13,PF,M,16,10
1997-06-11,14,DM,M,33,39
1997-06-11,15,PP,M,21,14
1997-06-11,22,DM,M,37,49
1997-06-11,16,PM,F,19,15
1997-06-11,21,PB,M,26,21
1997-06-11,16,PM,F,21,16
1997-06-11,21,PP,F,22,20
1997-06-11,22,DM,M,35,47
1997-06-11,14,DM,M,36,53
1997-06-11,20,PM,F,19,30
1997-06-11,13,PB,F,26,19
1997-06-11,21,PB,M,26,30
1997-06-11,22,DM,F,36,41
1997-06-11,13,PP,F,21,19
1997-06-11,21,PP,M,20,9
1997-06-11,21,PM,NA,NA,NA
1997-06-11,15,PP,F,21,12
1997-06-11,22,DM,M,38,47
1997-06-11,15,AH,NA,NA,NA
1997-06-11,16,PM,M,20,18
1997-06-11,14,DM,M,34,40
1997-06-11,13,PM,F,18,30
1997-06-11,13,PB,F,26,30
1997-06-11,20,PE,F,20,20
1997-06-11,21,PB,F,25,22
1997-06-11,13,PM,M,21,19
1997-06-11,14,DM,F,35,41
1997-06-11,15,PB,F,26,25
1997-06-11,20,NA,M,31,94
1997-06-11,20,NA,F,32,198
1997-06-11,21,PP,F,19,9
1997-06-11,14,PB,F,25,25
1997-06-11,22,PF,M,14,7
1997-06-11,13,PB,F,26,17
1997-06-11,14,PP,M,22,22
1997-06-11,15,PM,F,21,21
1997-06-11,13,PB,M,26,19
1997-06-11,22,DM,F,38,44
1997-06-11,15,PM,F,19,16
1997-06-11,20,PF,F,15,8
1997-06-11,13,PB,M,26,31
1997-06-11,15,PP,F,21,18
1997-06-11,21,PP,F,22,28
1997-06-11,23,RM,M,17,11
1997-06-11,16,PM,F,21,17
1997-06-11,15,OT,F,20,25
1997-06-11,21,PP,M,22,12
1997-06-11,22,PB,M,27,31
1997-06-11,14,DM,F,36,51
1997-06-11,14,DM,F,35,39
1997-06-11,15,PP,F,22,21
1997-06-11,21,PB,F,26,30
1997-06-11,20,PB,M,28,30
1997-06-11,14,DM,M,36,43
1997-06-11,20,PE,M,19,11
1997-06-11,13,PB,F,26,17
1997-06-11,20,PP,F,23,21
1997-06-11,21,PB,M,28,29
1997-06-11,13,PB,M,25,18
1997-06-11,14,OT,F,21,20
1997-06-11,23,PM,F,22,23
1997-06-11,15,PP,F,23,17
1997-06-11,21,PB,M,27,28
1997-06-11,14,DM,M,35,44
1997-06-11,20,PP,F,22,20
1997-07-09,14,DM,F,37,46
1997-07-09,15,PF,M,17,9
1997-07-09,20,PF,F,16,7
1997-07-09,21,PP,F,22,15
1997-07-09,22,DM,F,37,47
1997-07-10,17,OT,M,18,14
1997-07-10,12,PP,M,22,20
1997-07-10,11,DO,M,36,44
1997-07-11,1,DM,F,38,41
1997-07-11,3,OT,F,21,26
1997-07-11,5,OT,M,20,24
1997-07-09,13,PP,M,23,22
1997-07-09,15,PP,F,20,15
1997-07-09,16,PB,M,27,32
1997-07-09,22,PP,F,22,15
1997-07-09,23,PM,F,20,13
1997-07-10,17,DM,M,38,48
1997-07-10,11,DO,M,39,34
1997-07-11,3,PP,F,22,15
1997-07-11,4,PP,M,23,18
1997-07-11,6,DO,F,34,50
1997-07-11,19,PF,F,16,8
1997-07-09,16,PE,M,21,15
1997-07-09,20,PP,F,23,17
1997-07-09,22,DM,M,37,37
1997-07-10,17,PP,M,22,18
1997-07-10,9,PP,F,20,21
1997-07-10,8,DO,F,37,49
1997-07-10,8,PP,F,20,19
1997-07-11,2,DM,M,36,44
1997-07-11,3,DO,M,33,48
1997-07-09,15,RM,M,17,11
1997-07-09,16,PE,M,20,20
1997-07-09,23,RM,M,16,10
1997-07-10,10,RM,M,16,9
1997-07-11,4,DM,M,36,49
1997-07-11,6,DO,F,36,34
1997-07-09,13,PB,M,27,34
1997-07-09,23,RM,M,15,7
1997-07-10,12,DM,F,37,44
1997-07-10,8,DO,M,36,28
1997-07-11,6,PB,F,26,35
1997-07-09,14,DM,M,32,39
1997-07-09,15,PF,F,16,8
1997-07-09,23,PM,F,20,12
1997-07-10,12,DM,M,34,39
1997-07-11,4,DM,F,36,30
1997-07-11,6,OT,M,20,14
1997-07-11,24,NA,F,32,155
1997-07-09,16,PE,F,20,15
1997-07-09,20,PP,F,22,20
1997-07-09,21,PB,F,26,24
1997-07-10,18,PP,F,22,16
1997-07-10,12,PP,F,23,20
1997-07-11,19,PP,F,21,13
1997-07-09,15,PP,F,21,18
1997-07-09,15,PP,M,22,12
1997-07-09,22,PM,F,19,15
1997-07-10,18,PP,F,22,22
1997-07-10,8,DM,M,34,31
1997-07-11,1,PP,M,22,13
1997-07-09,15,PP,M,22,13
1997-07-09,23,PM,M,20,21
1997-07-10,9,DM,F,35,37
1997-07-11,1,DO,M,38,36
1997-07-09,13,PP,F,22,17
1997-07-09,20,PF,F,16,8
1997-07-10,17,PB,M,25,29
1997-07-10,18,PM,M,23,30
1997-07-10,7,PM,F,21,30
1997-07-11,3,PP,F,21,14
1997-07-09,21,PM,M,21,19
1997-07-10,12,PP,F,22,15
1997-07-10,9,DO,M,36,48
1997-07-11,2,DS,F,50,113
1997-07-11,3,PB,M,26,21
1997-07-11,6,OT,M,20,27
1997-07-09,21,PF,F,15,7
1997-07-10,9,OT,M,21,24
1997-07-11,1,DM,F,35,28
1997-07-11,3,PF,M,15,9
1997-07-11,4,DM,F,35,42
1997-07-11,6,SS,NA,NA,NA
1997-07-09,15,PB,F,26,21
1997-07-09,22,PB,F,24,29
1997-07-09,14,OT,F,21,28
1997-07-09,21,PM,F,22,20
1997-07-09,22,DM,M,36,50
1997-07-10,17,DM,M,37,41
1997-07-10,18,OT,F,21,26
1997-07-10,12,PP,M,22,20
1997-07-10,8,PB,F,26,28
1997-07-11,2,DO,F,36,46
1997-07-11,3,PP,M,21,12
1997-07-11,4,DM,M,38,48
1997-07-11,5,NA,F,32,147
1997-07-09,15,PP,F,22,18
1997-07-09,20,OT,F,19,22
1997-07-09,22,DM,M,36,45
1997-07-10,17,DM,M,36,46
1997-07-10,12,DM,F,32,31
1997-07-10,9,PF,M,16,6
1997-07-10,7,PP,F,21,15
1997-07-11,2,PB,F,22,17
1997-07-11,4,SS,NA,NA,NA
1997-07-11,24,PE,M,20,17
1997-07-09,13,PP,F,24,24
1997-07-09,20,PP,F,23,15
1997-07-09,20,OT,M,21,22
1997-07-09,21,PP,F,22,21
1997-07-10,17,PM,M,20,21
1997-07-11,2,OT,M,20,30
1997-07-11,4,PP,M,21,16
1997-07-11,19,PM,M,21,17
1997-07-09,14,DM,M,36,48
1997-07-09,16,PB,M,17,25
1997-07-10,12,NA,F,32,194
1997-07-10,8,DO,M,34,38
1997-07-10,7,PM,F,20,27
1997-07-11,19,PF,F,16,8
1997-07-11,24,PL,F,21,16
1997-07-11,2,PB,M,27,37
1997-07-11,19,PB,M,26,39
1997-07-11,5,OT,M,20,26
1997-07-10,18,PF,M,15,10
1997-07-10,9,OT,M,21,28
1997-07-10,7,PB,M,27,32
1997-07-10,10,PM,F,20,18
1997-07-11,3,PB,F,28,37
1997-07-11,4,PF,M,16,7
1997-07-11,6,DO,M,37,47
1997-07-09,14,PM,F,21,22
1997-07-09,22,DM,F,39,41
1997-07-10,17,DM,F,35,41
1997-07-10,12,OT,M,21,30
1997-07-10,9,DM,F,35,41
1997-07-10,8,PM,M,20,14
1997-07-11,19,PP,F,22,19
1997-07-09,15,OT,M,20,22
1997-07-09,21,PB,M,26,28
1997-07-10,11,OT,M,21,29
1997-07-10,8,OT,M,20,25
1997-07-11,19,PE,M,20,16
1997-07-09,16,PP,M,22,13
1997-07-10,17,PP,F,21,22
1997-07-10,8,PP,F,24,21
1997-07-11,1,PP,F,23,22
1997-07-11,4,DO,F,34,47
1997-07-11,19,PP,M,22,18
1997-07-11,24,PE,F,21,18
1997-07-09,20,PP,M,22,20
1997-07-09,22,DM,F,36,40
1997-07-10,17,DM,F,35,39
1997-07-11,1,DO,F,34,44
1997-07-11,4,PF,F,15,9
1997-07-11,19,PB,F,26,26
1997-07-09,20,PM,M,23,22
1997-07-10,17,PP,M,21,20
1997-07-10,12,DM,M,37,42
1997-07-11,6,SS,NA,NA,NA
1997-07-09,21,PB,M,27,30
1997-07-10,12,PP,F,21,17
1997-07-10,10,PM,M,21,22
1997-07-11,6,PB,F,29,35
1997-07-10,9,PF,M,14,7
1997-07-10,8,DO,M,37,46
1997-07-11,19,PM,M,21,19
1997-07-09,14,DM,M,35,40
1997-07-09,20,PF,F,15,8
1997-07-09,21,PM,F,20,16
1997-07-10,11,DM,F,37,43
1997-07-10,8,PP,F,22,12
1997-07-10,7,PP,F,22,18
1997-07-11,4,PF,F,16,7
1997-07-11,24,PM,M,20,25
1997-07-09,13,PF,M,16,10
1997-07-09,21,RM,M,18,11
1997-07-10,18,PB,F,26,29
1997-07-10,11,OT,F,19,35
1997-07-11,1,PP,F,23,15
1997-07-09,13,PB,M,27,32
1997-07-09,15,PB,F,26,28
1997-07-10,18,PP,M,21,13
1997-07-10,9,DM,M,34,47
1997-07-10,7,PP,F,23,11
1997-07-11,3,DO,M,36,44
1997-07-09,20,NA,F,36,NA
1997-07-09,21,PP,F,23,20
1997-07-11,3,PB,F,27,30
1997-07-11,4,DM,M,37,48
1997-07-11,19,PL,M,18,10
1997-07-10,11,PM,M,20,15
1997-07-10,9,DM,M,36,47
1997-07-11,3,PB,M,27,30
1997-07-09,16,PL,F,22,18
1997-07-10,11,PB,M,26,30
1997-07-10,8,PP,F,21,15
1997-07-11,6,OT,F,20,26
1997-07-11,5,PM,M,22,20
1997-07-09,14,PP,F,21,16
1997-07-09,16,PP,F,22,14
1997-07-09,21,PF,M,15,7
1997-07-11,1,PP,F,22,12
1997-07-09,14,DM,M,37,46
1997-07-10,12,DO,M,36,32
1997-07-11,1,DO,M,36,53
1997-07-11,5,PP,F,21,17
1997-07-09,13,PP,F,23,16
1997-07-09,14,PM,M,21,19
1997-07-09,15,SA,NA,NA,NA
1997-07-09,20,PF,M,15,8
1997-07-09,21,PB,M,26,28
1997-07-09,22,PF,M,16,8
1997-07-10,8,DO,M,35,49
1997-07-10,7,PM,F,NA,25
1997-07-11,1,DO,M,36,38
1997-07-11,2,PP,NA,NA,NA
1997-07-11,3,SS,NA,NA,NA
1997-07-10,7,PP,M,22,12
1997-07-11,3,PP,F,21,18
1997-07-11,6,OT,M,21,20
1997-07-10,12,DM,F,35,45
1997-07-10,12,PP,F,21,11
1997-07-10,8,DO,F,36,42
1997-07-11,6,PF,M,16,7
1997-07-09,13,PM,M,21,22
1997-07-09,20,PB,M,27,40
1997-07-09,21,PP,F,20,15
1997-07-10,11,DM,M,34,51
1997-07-11,1,PB,M,27,30
1997-07-11,2,DO,M,36,46
1997-07-11,4,PM,M,21,19
1997-07-11,19,PP,M,21,14
1997-07-09,13,PB,F,26,24
1997-07-09,20,PP,F,23,18
1997-07-11,2,PB,F,26,23
1997-07-11,4,SS,NA,NA,NA
1997-07-11,6,SH,M,26,38
1997-07-11,19,PB,M,27,39
1997-07-11,24,PM,F,20,13
1997-07-09,14,PF,F,15,7
1997-07-09,22,PB,M,28,34
1997-07-10,12,PF,F,15,10
1997-07-10,11,DO,M,36,42
1997-07-10,7,PP,F,23,21
1997-07-10,7,PB,M,28,36
1997-07-11,2,PP,M,23,16
1997-07-11,3,PB,M,26,33
1997-07-11,4,DM,F,37,42
1997-07-11,6,SH,F,31,38
1997-07-11,5,PP,M,22,17
1997-07-09,15,PP,F,22,22
1997-07-10,17,DO,M,35,40
1997-07-10,12,DM,F,37,42
1997-07-11,3,PP,M,22,15
1997-07-09,13,OT,M,20,30
1997-07-10,12,PP,F,23,14
1997-07-10,10,RM,F,16,11
1997-07-11,2,PB,F,26,28
1997-07-11,6,PP,M,21,14
1997-07-11,19,PB,M,27,30
1997-07-09,14,DM,M,38,42
1997-07-09,15,OT,F,21,24
1997-07-09,21,PB,M,28,35
1997-07-10,8,PP,F,22,15
1997-07-10,10,RM,M,16,11
1997-07-11,1,DO,M,35,48
1997-07-11,4,DM,M,38,49
1997-07-11,5,PM,M,21,22
1997-07-09,23,PM,M,20,22
1997-07-10,12,DM,M,38,47
1997-07-10,8,DM,M,37,42
1997-07-11,3,DM,M,35,46
1997-07-09,13,PB,F,26,31
1997-07-09,15,PM,F,21,22
1997-07-09,21,PB,M,27,34
1997-07-10,9,AH,NA,NA,NA
1997-07-11,2,OT,F,20,28
1997-07-11,6,PB,M,26,30
1997-07-11,19,PP,F,21,18
1997-07-09,13,PB,F,25,31
1997-07-09,15,PP,M,22,17
1997-07-09,22,DM,M,35,46
1997-07-10,12,DM,F,35,44
1997-07-10,8,DO,M,36,34
1997-07-11,1,OT,M,20,23
1997-07-11,3,PF,M,16,7
1997-07-11,4,PF,F,15,8
1997-07-11,5,OT,M,20,21
1997-07-09,14,OT,F,20,24
1997-07-09,15,PP,M,22,15
1997-07-10,17,PP,F,22,18
1997-07-10,12,DO,M,32,40
1997-07-10,7,PP,F,20,15
1997-07-10,10,RM,M,17,13
1997-07-11,1,PP,F,22,13
1997-07-09,20,PP,F,22,14
1997-07-10,11,DM,F,37,41
1997-07-10,9,OL,F,22,40
1997-07-10,8,PP,M,22,13
1997-07-10,7,PP,F,21,15
1997-07-11,4,OT,F,20,19
1997-07-11,6,RM,M,17,9
1997-07-09,13,PB,M,26,27
1997-07-09,14,DM,F,35,37
1997-07-09,20,PF,M,16,6
1997-07-09,21,PB,F,26,33
1997-07-10,11,PP,F,21,14
1997-07-10,9,DM,M,36,49
1997-07-11,6,PB,M,25,30
1997-07-11,19,PB,F,26,29
1997-07-10,17,DM,M,38,39
1997-07-29,12,DO,M,33,44
1997-07-29,17,OT,M,22,20
1997-07-29,20,NA,NA,NA,NA
1997-07-29,1,DM,F,35,44
1997-07-29,7,PB,M,27,37
1997-07-29,18,PP,F,23,22
1997-07-29,17,DM,M,37,49
1997-07-29,20,PF,F,15,10
